Training on dataset data/fs_2d_pde_128_train_dataset.h5
cuda:0
models/GNN_FS_resolution32_n2_tw5_unrolling2_time3111753_rffsFalse_alternating.pt
Number of parameters: 619769
Training started at: 2025-03-11 17:53:11
Epoch 0
Starting epoch 0...
Training Loss (progress: 0.00): 5.75563362648612; Norm Grads: 13.415121903418996
Training Loss (progress: 0.10): 3.745929977452509; Norm Grads: 27.135875887565774
Training Loss (progress: 0.20): 3.5178358907872513; Norm Grads: 31.826666492563465
Training Loss (progress: 0.30): 3.345851089114788; Norm Grads: 30.536706135330295
Training Loss (progress: 0.40): 3.290622223400624; Norm Grads: 33.528406056125675
Training Loss (progress: 0.50): 3.1572690364148936; Norm Grads: 31.51711100475237
Training Loss (progress: 0.60): 3.064624521968871; Norm Grads: 29.88486922635023
Training Loss (progress: 0.70): 3.0786115274675203; Norm Grads: 32.080500522995486
Training Loss (progress: 0.80): 3.0551239439346785; Norm Grads: 29.250577909092772
Training Loss (progress: 0.90): 2.946120826266105; Norm Grads: 31.69461748576687
Evaluation on validation dataset:
Step 5, mean loss 4.919396082509764
Step 10, mean loss 6.356211387254197
Step 15, mean loss 8.008723296910205
Step 20, mean loss 11.973316749259993
Step 25, mean loss 18.772192480008616
Step 30, mean loss 24.455160740135184
Step 35, mean loss 30.41606780376886
Step 40, mean loss 35.788348140644025
Step 45, mean loss 43.95138995618959
Step 50, mean loss 46.61158310269544
Step 55, mean loss 46.3511297563535
Step 60, mean loss 46.448155434222734
Step 65, mean loss 46.51901825929835
Step 70, mean loss 45.123044700748636
Step 75, mean loss 42.126066161449536
Step 80, mean loss 40.936618405075464
Step 85, mean loss 41.01840022774971
Step 90, mean loss 42.87809795580537
Step 95, mean loss 42.81500239794702
Unrolled forward losses 353.32193155152646
Evaluation on test dataset:
Step 5, mean loss 4.990805817329202
Step 10, mean loss 6.116357877686977
Step 15, mean loss 9.25251265239861
Step 20, mean loss 14.76587840379208
Step 25, mean loss 21.53799126527288
Step 30, mean loss 28.091426124375324
Step 35, mean loss 36.02890861729914
Step 40, mean loss 43.97919936157246
Step 45, mean loss 49.01500026206205
Step 50, mean loss 50.70867946321306
Step 55, mean loss 48.02418364819327
Step 60, mean loss 46.85516504112853
Step 65, mean loss 46.152401651457424
