Training on dataset data/fs_2d_pde_128_train_dataset.h5
cuda:0
models/GNN_FS_resolution32_n2_tw5_unrolling2_time210157_rffsFalseSameParameters.csv
Number of parameters: 634145
Training started at: 2025-02-10 15:07:40
Epoch 0
Starting epoch 0...
Training Loss (progress: 0.00): 5.758071772147952; Norm Grads: 12.765006544689987; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.10): 4.001130273136275; Norm Grads: 47.65301423643915; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.20): 3.5364480856014917; Norm Grads: 53.26867289825072; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.30): 3.475289335105899; Norm Grads: 56.31893351547233; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.40): 3.2858662668826213; Norm Grads: 52.50504505073823; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.50): 3.169333282395235; Norm Grads: 55.709400451595435; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.60): 3.1513942994144823; Norm Grads: 53.79748934998189; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.70): 3.0499226749532977; Norm Grads: 50.8309644046118; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.80): 3.015914184501774; Norm Grads: 54.8170409199189; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.90): 3.0087790255184936; Norm Grads: 53.44760184474666; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Evaluation on validation dataset:
Step 5, mean loss 5.713762922060765
Step 10, mean loss 8.497109633973553
Step 15, mean loss 9.19995863732203
Step 20, mean loss 12.718605943983343
Step 25, mean loss 19.26145010224633
Step 30, mean loss 24.302052422441665
Step 35, mean loss 30.984270867494672
Step 40, mean loss 36.987986342459365
Step 45, mean loss 45.558472382471855
Step 50, mean loss 48.22480477174153
Step 55, mean loss 47.48653878137924
Step 60, mean loss 47.313796943936815
Step 65, mean loss 47.1613955864748
Step 70, mean loss 45.662299911372074
Step 75, mean loss 42.311928256975406
Step 80, mean loss 41.75922701306367
Step 85, mean loss 42.34421912288072
Step 90, mean loss 44.06551782384747
Step 95, mean loss 45.16376643407797
Unrolled forward losses 379.5211768161623
Evaluation on test dataset:
Step 5, mean loss 5.686106075649748
Step 10, mean loss 8.020051375970475
Step 15, mean loss 10.286700935628883
Step 20, mean loss 14.79848582151541
Step 25, mean loss 22.689786278709114
Step 30, mean loss 28.729078191588357
Step 35, mean loss 35.591030109536774
Step 40, mean loss 44.98827769893579
Step 45, mean loss 50.539665289235
Step 50, mean loss 52.26222415473965
Step 55, mean loss 48.82059164226547
Step 60, mean loss 47.45063746921111
Step 65, mean loss 47.1415763227425
Step 70, mean loss 45.25225152377658
Step 75, mean loss 43.13086608905806
Step 80, mean loss 42.915879293497454
Step 85, mean loss 44.259531350168096
Step 90, mean loss 47.82095639223755
Step 95, mean loss 51.08403132345679
Unrolled forward losses 392.5089869806151
Saved model at models/GNN_FS_resolution32_n2_tw5_unrolling2_time210157_rffsFalseSameParameters.csv

Training time:  1:44:31.308334
Epoch 1
Starting epoch 1...
Training Loss (progress: 0.00): 3.828608314748804; Norm Grads: 55.97169436751835; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
