Training on dataset data/fs_2d_pde_128_train_dataset.h5
cuda:0
models/GNN_FS_resolution32_n2_tw5_unrolling2_time341441_rffsFalse_cayley_alternating.pt
Number of parameters: 619769
Training started at: 2025-03-04 14:41:34
Epoch 0
Starting epoch 0...
Generated random edges
Training Loss (progress: 0.00): 5.574156678203673; Norm Grads: 15.631710100102557; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.10): 3.798845243586536; Norm Grads: 28.163717094304392; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.20): 3.598487526647631; Norm Grads: 32.21375542563395; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.30): 3.441866683659672; Norm Grads: 31.35909692325567; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.40): 3.3590825006917715; Norm Grads: 33.788249461337145; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.50): 3.2514325914063256; Norm Grads: 33.82629576429586; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.60): 3.2395169187961854; Norm Grads: 34.53841413221434; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.70): 3.2004938130059744; Norm Grads: 32.15693306111382; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.80): 3.2258882584387907; Norm Grads: 31.347583078900698; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.90): 3.16358451422128; Norm Grads: 32.52417658749938; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Evaluation on validation dataset:
Step 5, mean loss 7.80326532057715
Step 10, mean loss 7.821190548087138
Step 15, mean loss 9.504475517015432
Step 20, mean loss 13.584950587310926
Step 25, mean loss 21.02818921179348
Step 30, mean loss 27.045556120906078
Step 35, mean loss 32.95875683365179
Step 40, mean loss 39.41319269531117
Step 45, mean loss 47.14597200604283
Step 50, mean loss 50.569561052874356
Step 55, mean loss 50.723035170544364
Step 60, mean loss 50.797500629494266
Step 65, mean loss 49.58032609973783
Step 70, mean loss 47.065256577542314
Step 75, mean loss 43.23117005603975
Step 80, mean loss 42.0145672654604
Step 85, mean loss 42.63429276731003
Step 90, mean loss 44.2254553413908
Step 95, mean loss 44.452067228088524
Unrolled forward losses 212.68609532177555
Evaluation on test dataset:
Step 5, mean loss 7.825683227036901
Step 10, mean loss 7.5582742889769845
Step 15, mean loss 11.468695401391715
Step 20, mean loss 16.553131452993405
Step 25, mean loss 23.879439886044835
Step 30, mean loss 29.992837113311687
Step 35, mean loss 38.487670970885695
Step 40, mean loss 47.37526340758545
Step 45, mean loss 53.90415798585306
Step 50, mean loss 55.556901723398376
Step 55, mean loss 53.98804438687186
Step 60, mean loss 51.262374368540605
Step 65, mean loss 49.33479708529257
Step 70, mean loss 47.618419421780565
Step 75, mean loss 44.385421073019884
Step 80, mean loss 43.76535028708845
Step 85, mean loss 44.57239807201335
Step 90, mean loss 47.79849790801393
Step 95, mean loss 50.50115652309462
Unrolled forward losses 234.0160182329085
Saved model at models/GNN_FS_resolution32_n2_tw5_unrolling2_time341441_rffsFalse_cayley_alternating.pt

Training time:  0:29:10.988286
Epoch 1
Starting epoch 1...
Training Loss (progress: 0.00): 3.915674000128237; Norm Grads: 34.776499740154854; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.10): 3.930498886082137; Norm Grads: 30.167482216756607; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.20): 3.9334293315238384; Norm Grads: 30.14174892309167; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.30): 3.8871167125651147; Norm Grads: 28.07250101983475; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.40): 3.9472467915506675; Norm Grads: 27.778511450026446; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.50): 3.73738872713972; Norm Grads: 28.35288444400227; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.60): 3.936889397348373; Norm Grads: 28.490229651918863; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.70): 3.7289549181894537; Norm Grads: 26.354942215912775; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.80): 3.6809709915249678; Norm Grads: 28.462327582365717; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Training Loss (progress: 0.90): 3.6175869658609017; Norm Grads: 26.975335405855123; Sigmas: [None, None, None, None, None, None]; Coeffs: [None, None, None, None, None, None]
Evaluation on validation dataset:
Step 5, mean loss 4.87321330121643
Step 10, mean loss 6.324588161238548
Step 15, mean loss 6.855630838292484
Step 20, mean loss 11.254879467876426
Step 25, mean loss 19.14655873112705
Step 30, mean loss 25.53497810415417
Step 35, mean loss 30.612333125881854
Step 40, mean loss 36.087865666700395
Step 45, mean loss 43.71011828869803
Step 50, mean loss 46.85235012804817
Step 55, mean loss 47.51985690867858
Step 60, mean loss 47.22779417803945
Step 65, mean loss 47.01123194488567
Step 70, mean loss 45.72723544087064
Step 75, mean loss 42.111625051985634
Step 80, mean loss 40.80418935328342
Step 85, mean loss 41.29787469976443
Step 90, mean loss 43.32461917731712
Step 95, mean loss 44.2169849722449
Unrolled forward losses 143.462788676712
Evaluation on test dataset:
Step 5, mean loss 4.931973676930339
