Training on dataset data/fs_2d_pde_128_train_dataset.h5
cuda:0
models/GNN_FS_resolution32_n2_tw5_unrolling2_time321018_cayley4_alternating.pt
Number of parameters: 619769
Training started at: 2025-03-21 00:18:57
Epoch 0
Starting epoch 0...
Generated cayley4 edges
Training Loss (progress: 0.00): 5.641364630183188; Norm Grads: 13.769476629720549
Training Loss (progress: 0.10): 3.785307244649042; Norm Grads: 31.07284335753337
Training Loss (progress: 0.20): 3.5742542784976674; Norm Grads: 31.766145123493363
Training Loss (progress: 0.30): 3.422465609785616; Norm Grads: 31.749973860941537
Training Loss (progress: 0.40): 3.3587207307468248; Norm Grads: 32.61123046075965
Training Loss (progress: 0.50): 3.226226247942492; Norm Grads: 31.875059497478848
Training Loss (progress: 0.60): 3.2264057582764254; Norm Grads: 32.33127924817046
Training Loss (progress: 0.70): 3.1334525432773277; Norm Grads: 29.540955902758505
Training Loss (progress: 0.80): 3.1245092522991875; Norm Grads: 29.424534623986435
Training Loss (progress: 0.90): 3.1178083418615965; Norm Grads: 32.0306157710894
Evaluation on validation dataset:
Step 5, mean loss 6.030570472461806
Step 10, mean loss 7.589808001083632
Step 15, mean loss 9.164683694793661
Step 20, mean loss 13.117142259406826
Step 25, mean loss 20.38419037521419
Step 30, mean loss 26.73019491979848
Step 35, mean loss 33.01764566666248
Step 40, mean loss 38.807447538601835
Step 45, mean loss 46.27646478716218
Step 50, mean loss 49.102424119304914
Step 55, mean loss 49.565964619317086
Step 60, mean loss 49.8886022841336
Step 65, mean loss 49.30392954426276
Step 70, mean loss 46.88608026949912
Step 75, mean loss 43.327910180723876
Step 80, mean loss 42.25870633733979
Step 85, mean loss 42.61676873600703
Step 90, mean loss 44.39406961338735
Step 95, mean loss 44.74594379045011
Unrolled forward losses 433.14088346177755
Evaluation on test dataset:
Step 5, mean loss 6.058071621037615
Step 10, mean loss 7.306703788247479
Step 15, mean loss 10.8950371048462
Step 20, mean loss 16.361523826935834
Step 25, mean loss 24.058188986870015
Step 30, mean loss 30.40046013474432
Step 35, mean loss 38.54809789154032
Step 40, mean loss 47.19474341104291
Step 45, mean loss 52.125304272583485
Step 50, mean loss 54.3264323831898
Step 55, mean loss 52.32187574542414
Step 60, mean loss 50.15582575902111
Step 65, mean loss 48.66316728020503
Step 70, mean loss 46.92439982862216
Step 75, mean loss 44.40920056975911
Step 80, mean loss 43.65072720598906
Step 85, mean loss 44.92839640457544
Step 90, mean loss 48.37681987335685
Step 95, mean loss 51.111841911548325
Unrolled forward losses 372.68929380576265
Saved model at models/GNN_FS_resolution32_n2_tw5_unrolling2_time321018_cayley4_alternating.pt

Training time:  0:41:19.746938
Epoch 1
Starting epoch 1...
Training Loss (progress: 0.00): 4.013793204029314; Norm Grads: 32.47388644630027
Training Loss (progress: 0.10): 4.188800434063318; Norm Grads: 28.35541596142796
Training Loss (progress: 0.20): 3.8866892060449416; Norm Grads: 27.68736204668444
Training Loss (progress: 0.30): 3.9103619775851732; Norm Grads: 26.62401993630989
Training Loss (progress: 0.40): 3.809774806985373; Norm Grads: 26.128289814151508
Training Loss (progress: 0.50): 3.7801170441093617; Norm Grads: 26.464403482895438
Training Loss (progress: 0.60): 3.7444571782833287; Norm Grads: 28.300846062484798
Training Loss (progress: 0.70): 3.7320622861773995; Norm Grads: 26.690480033329635
Training Loss (progress: 0.80): 3.7880704862913834; Norm Grads: 26.36468918265419
Training Loss (progress: 0.90): 3.8443181456820135; Norm Grads: 27.110537070783398
Evaluation on validation dataset:
Step 5, mean loss 6.545301608739659
Step 10, mean loss 5.962942558351235
Step 15, mean loss 7.786560597378703
Step 20, mean loss 11.243291847105125
Step 25, mean loss 18.196318813730397
Step 30, mean loss 24.86014706438738
Step 35, mean loss 31.120185433631363
Step 40, mean loss 35.897532248301715
Step 45, mean loss 43.66758840502949
Step 50, mean loss 47.08346545586312
Step 55, mean loss 47.382720170194276
Step 60, mean loss 47.41819585216605
Step 65, mean loss 47.52362901153231
Step 70, mean loss 46.29998039235962
Step 75, mean loss 42.725353844765735
Step 80, mean loss 41.34126728011957
Step 85, mean loss 41.43019882494844
Step 90, mean loss 43.170669967700746
Step 95, mean loss 43.978190514022884
Unrolled forward losses 125.08345850539945
Evaluation on test dataset:
Step 5, mean loss 6.379651230924491
Step 10, mean loss 5.669656662361515
Step 15, mean loss 9.398662659564966
Step 20, mean loss 14.199301192004757
Step 25, mean loss 21.314494724761502
Step 30, mean loss 28.82672478486071
Step 35, mean loss 35.89826262449044
Step 40, mean loss 44.238788542315206
Step 45, mean loss 49.45217846687959
Step 50, mean loss 51.571483945222894
Step 55, mean loss 49.68891226010068
Step 60, mean loss 47.590181229744
Step 65, mean loss 46.58792045661323
Step 70, mean loss 45.50765112238347
Step 75, mean loss 43.72269465020252
Step 80, mean loss 42.30418152784063
Step 85, mean loss 43.596285296457026
Step 90, mean loss 46.75792853358334
Step 95, mean loss 49.6700654594241
Unrolled forward losses 131.40474225097955
Saved model at models/GNN_FS_resolution32_n2_tw5_unrolling2_time321018_cayley4_alternating.pt

Training time:  1:15:13.314220
Epoch 2
Starting epoch 2...
Training Loss (progress: 0.00): 4.317011563788785; Norm Grads: 24.90767571226142
Training Loss (progress: 0.10): 4.2168837102436605; Norm Grads: 25.632083514482513
Training Loss (progress: 0.20): 4.1904655769918495; Norm Grads: 26.938807093217562
Training Loss (progress: 0.30): 4.021326554376432; Norm Grads: 27.806307497862246
Training Loss (progress: 0.40): 4.122005578895792; Norm Grads: 28.95028457237419
Training Loss (progress: 0.50): 4.097417233645699; Norm Grads: 28.482787873062506
